Date ,Day,Month,Year,Quarter,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
10-Dec-24,Tuesday,December,2024,Q4,EQ,706.00,709.00,691.50,704.20,699.40,694.95,698.76,714.80,209.80,236987.00,165597339.95,6275.00
09-Dec-24,Monday,December,2024,Q4,EQ,694.70,714.80,687.00,684.95,705.00,704.20,704.77,714.80,209.80,527347.00,371660256.20,9954.00
06-Dec-24,Friday,December,2024,Q4,EQ,683.95,696.50,672.75,679.30,689.85,684.95,685.43,708.55,209.80,299773.00,205472289.05,7836.00
05-Dec-24,Thursday,December,2024,Q4,EQ,697.25,701.00,671.00,692.75,680.00,679.30,688.67,708.55,209.80,346773.00,238811827.40,9221.00
04-Dec-24,Wednesday,December,2024,Q4,EQ,679.00,708.55,676.00,675.50,697.70,692.75,694.81,708.55,209.80,897284.00,623443931.90,17166.00
03-Dec-24,Tuesday,December,2024,Q4,EQ,675.35,689.45,663.15,660.35,675.70,675.50,675.74,689.45,209.80,801194.00,541401743.85,18062.00
02-Dec-24,Monday,December,2024,Q4,EQ,637.00,660.35,633.10,628.95,660.35,660.35,656.48,660.35,209.80,1021285.00,670449494.80,13503.00
29-Nov-24,Friday,November,2024,Q4,EQ,603.95,632.85,595.80,602.75,632.85,628.95,617.67,632.85,209.80,749159.00,462732425.85,14760.00
28-Nov-24,Thursday,November,2024,Q4,EQ,604.00,614.30,590.05,598.90,605.00,602.75,603.94,618.20,209.80,491911.00,297084989.70,13675.00
27-Nov-24,Wednesday,November,2024,Q4,EQ,584.05,613.25,575.35,584.05,599.00,598.90,600.80,618.20,209.80,754496.00,453300218.45,13267.00
26-Nov-24,Tuesday,November,2024,Q4,EQ,568.00,591.65,563.40,563.50,583.00,584.05,580.36,618.20,209.80,327321.00,189964908.75,7741.00
25-Nov-24,Monday,November,2024,Q4,EQ,594.00,594.00,556.00,569.05,568.80,563.50,565.60,618.20,209.80,306518.00,173366055.35,8551.00
22-Nov-24,Friday,November,2024,Q4,EQ,618.00,618.20,565.50,588.95,568.70,569.05,581.35,618.20,209.80,441726.00,256797776.70,14101.00
21-Nov-24,Thursday,November,2024,Q4,EQ,563.00,598.60,559.95,571.00,590.00,588.95,583.63,606.25,209.80,701986.00,409699194.25,15724.00
19-Nov-24,Tuesday,November,2024,Q4,EQ,584.80,606.25,565.00,577.40,571.00,571.00,593.18,606.25,209.80,1056936.00,626954257.40,17780.00
18-Nov-24,Monday,November,2024,Q4,EQ,574.00,577.65,556.50,550.15,577.65,577.40,573.22,594.00,209.80,749021.00,429354472.45,11333.00
